,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
6/8/2017,9:00,18.29,1.723,0.88,1.304,7.6,81.2,14.11
6/8/2017,9:15,18.33,1.723,0.88,1.304,7.62,81.4,14.11
6/8/2017,9:30,18.42,1.723,0.88,1.304,7.71,82.5,14.11
6/8/2017,9:45,18.48,1.723,0.88,1.303,7.74,83,14.11
6/8/2017,10:00,18.59,1.723,0.88,1.304,7.77,83.4,14.1
6/8/2017,10:15,18.64,1.724,0.88,1.306,7.76,83.5,14.1
6/8/2017,10:30,18.7,1.724,0.88,1.306,7.81,84.1,14.1
6/8/2017,10:45,18.75,1.724,0.88,1.305,7.89,85.1,14.1
6/8/2017,11:00,18.83,1.725,0.88,1.307,8.06,87,14.1
6/8/2017,11:15,18.92,1.725,0.88,1.308,8.37,90.5,14.08
6/8/2017,11:30,18.99,1.726,0.88,1.308,8.48,91.8,14.08
6/8/2017,11:45,19.08,1.725,0.88,1.309,8.76,95,14.06
6/8/2017,12:00,19.3,1.726,0.88,1.31,8.83,96.2,14.06
6/8/2017,12:15,19.53,1.727,0.88,1.311,8.96,98.1,14.06
6/8/2017,12:30,19.72,1.727,0.88,1.313,9.03,99.3,14.05
6/8/2017,12:45,19.88,1.728,0.88,1.315,9.06,99.9,14.04
6/8/2017,13:00,20.08,1.729,0.88,1.318,9.26,102.5,14.05
6/8/2017,13:15,20.22,1.73,0.88,1.317,9.35,103.8,14.05
6/8/2017,13:30,20.35,1.73,0.88,1.318,9.39,104.6,14.05
6/8/2017,13:45,20.52,1.731,0.88,1.32,9.38,104.8,14.04
6/8/2017,14:00,20.66,1.731,0.88,1.322,9.45,105.9,14.05
6/8/2017,14:15,20.81,1.732,0.88,1.321,9.63,108.2,14.03
6/8/2017,14:30,20.98,1.733,0.88,1.323,9.63,108.5,14.03
6/8/2017,14:45,21.15,1.734,0.88,1.323,9.61,108.7,14.03
6/8/2017,15:00,21.38,1.735,0.88,1.325,9.85,111.9,14.03
6/8/2017,15:15,21.63,1.736,0.88,1.326,9.91,113.1,14.03
6/8/2017,15:30,21.81,1.737,0.88,1.327,9.96,114,14.03
6/8/2017,15:45,21.95,1.739,0.88,1.328,9.97,114.5,14.03
6/8/2017,16:00,22.05,1.739,0.88,1.33,9.85,113.3,14.02
6/8/2017,16:15,22.13,1.74,0.88,1.331,9.86,113.7,13.43
6/8/2017,16:30,22.19,1.74,0.88,1.331,9.72,112.1,13.37
6/8/2017,16:45,22.3,1.741,0.88,1.332,9.51,109.9,13.33
6/8/2017,17:00,22.36,1.741,0.88,1.334,9.38,108.6,13.3
6/8/2017,17:15,22.41,1.741,0.88,1.333,9.54,110.5,13.27
6/8/2017,17:30,22.42,1.741,0.88,1.336,9.49,110,13.24
6/8/2017,17:45,22.41,1.742,0.88,1.333,9.53,110.5,13.2
6/8/2017,18:00,22.39,1.742,0.88,1.335,9.43,109.2,13.14
6/8/2017,18:15,22.34,1.742,0.88,1.334,9.49,109.8,13.09
6/8/2017,18:30,22.27,1.743,0.88,1.333,9.39,108.4,13.01
6/8/2017,18:45,22.19,1.743,0.88,1.333,9.51,109.8,12.89
6/8/2017,19:00,22.12,1.743,0.88,1.333,9.57,110.2,12.72
6/8/2017,19:15,22.07,1.743,0.88,1.332,9.47,109,12.52
6/8/2017,19:30,21.99,1.743,0.88,1.331,9.4,108.1,12.36
6/8/2017,19:45,21.93,1.744,0.88,1.33,9.29,106.7,12.34
6/8/2017,20:00,21.82,1.744,0.88,1.329,9.3,106.6,12.36
6/8/2017,20:15,21.7,1.744,0.88,1.328,9.22,105.4,12.36
6/8/2017,20:30,21.65,1.744,0.88,1.327,9.31,106.4,12.36
6/8/2017,20:45,21.56,1.744,0.88,1.326,9.47,108,12.36
6/8/2017,21:00,21.44,1.744,0.88,1.325,9.46,107.6,12.36
6/8/2017,21:15,21.31,1.744,0.88,1.323,9.51,107.9,12.36
6/8/2017,21:30,21.2,1.743,0.88,1.322,9.48,107.3,12.35
6/8/2017,21:45,21.18,1.743,0.88,1.32,9.36,105.9,12.35
6/8/2017,22:00,21.04,1.744,0.88,1.32,9.29,104.8,12.35
6/8/2017,22:15,20.95,1.743,0.88,1.319,9.21,103.8,12.34
6/8/2017,22:30,20.89,1.744,0.88,1.318,9.19,103.3,12.34
6/8/2017,22:45,20.81,1.744,0.88,1.317,9.1,102.2,12.34
6/8/2017,23:00,20.74,1.744,0.88,1.315,9.02,101.2,12.34
6/8/2017,23:15,20.66,1.744,0.88,1.314,9.09,101.8,12.32
6/8/2017,23:30,20.57,1.744,0.89,1.313,9.06,101.2,12.31
6/8/2017,23:45,20.42,1.744,0.89,1.313,9.05,100.9,12.31
6/9/2017,0:00,20.36,1.744,0.89,1.313,8.99,100.1,12.31
6/9/2017,0:15,20.3,1.744,0.89,1.311,8.86,98.5,12.23
6/9/2017,0:30,20.24,1.744,0.89,1.311,8.83,98.1,12.31
6/9/2017,0:45,20.11,1.744,0.89,1.309,8.82,97.8,12.3
6/9/2017,1:00,20.06,1.744,0.89,1.308,8.81,97.5,12.19
6/9/2017,1:15,20.01,1.744,0.89,1.307,8.67,95.9,12.28
6/9/2017,1:30,19.92,1.744,0.89,1.307,8.71,96.1,12.28
6/9/2017,1:45,19.88,1.744,0.89,1.306,8.59,94.7,12.28
6/9/2017,2:00,19.82,1.744,0.89,1.305,8.48,93.5,12.26
6/9/2017,2:15,19.77,1.744,0.89,1.303,8.45,92.9,12.26
6/9/2017,2:30,19.69,1.744,0.89,1.303,8.5,93.4,12.26
6/9/2017,2:45,19.64,1.744,0.89,1.304,8.36,91.7,12.25
6/9/2017,3:00,19.59,1.744,0.89,1.303,8.19,89.8,12.24
6/9/2017,3:15,19.54,1.744,0.89,1.303,8.09,88.6,12.24
6/9/2017,3:30,19.5,1.745,0.89,1.302,8.19,89.6,12.14
6/9/2017,3:45,19.44,1.745,0.89,1.302,8.31,90.9,12.23
6/9/2017,4:00,19.4,1.745,0.89,1.3,8.22,89.8,12.23
6/9/2017,4:15,19.35,1.744,0.89,1.3,8.14,88.9,12.22
6/9/2017,4:30,19.32,1.745,0.89,1.3,8.17,89.1,12.2
6/9/2017,4:45,19.27,1.745,0.89,1.3,8.14,88.7,12.2
6/9/2017,5:00,19.22,1.746,0.89,1.298,8.18,89.1,12.24
6/9/2017,5:15,19.19,1.746,0.89,1.296,8.14,88.6,12.36
6/9/2017,5:30,19.15,1.746,0.89,1.296,8.15,88.5,12.73
6/9/2017,5:45,19.1,1.746,0.89,1.296,8.05,87.4,13.07
6/9/2017,6:00,19.08,1.746,0.89,1.295,8.03,87.1,13.36
6/9/2017,6:15,19.09,1.746,0.89,1.296,8,86.9,14.14
6/9/2017,6:30,19.11,1.746,0.89,1.295,8.08,87.7,14.11
6/9/2017,6:45,19.16,1.747,0.89,1.294,8.02,87.2,14.1
6/9/2017,7:00,19.17,1.747,0.89,1.295,8.09,87.9,14.09
6/9/2017,7:15,19.23,1.747,0.89,1.295,8.18,89.1,14.06
6/9/2017,7:30,19.27,1.747,0.89,1.297,8.22,89.6,14.04
6/9/2017,7:45,19.41,1.748,0.89,1.296,8.09,88.4,14.03
6/9/2017,8:00,19.59,1.748,0.89,1.299,7.86,86.2,14.02
6/9/2017,8:15,19.67,1.749,0.89,1.3,7.83,86,13.99
6/9/2017,8:30,19.86,1.749,0.89,1.3,7.8,85.9,13.99
6/9/2017,8:45,19.97,1.751,0.89,1.302,8.02,88.6,13.98
6/9/2017,9:00,20.01,1.751,0.89,1.3,7.94,87.8,13.97
6/9/2017,9:15,20.17,1.751,0.89,1.304,8.19,90.8,13.94
6/9/2017,9:30,20.4,1.751,0.89,1.3,8.17,91.1,13.96
6/9/2017,9:45,20.75,1.751,0.89,1.306,8.21,92.1,13.96
6/9/2017,10:00,20.88,1.754,0.89,1.303,8.19,92.1,13.96
6/9/2017,10:15,21.15,1.754,0.89,1.303,8.28,93.6,13.94
6/9/2017,10:30,21.31,1.755,0.89,1.303,8.26,93.7,13.94
6/9/2017,10:45,21.54,1.755,0.89,1.309,8.29,94.5,13.94
6/9/2017,11:00,21.95,1.756,0.89,1.308,8.32,95.5,13.94
6/9/2017,11:15,22.17,1.758,0.89,1.316,8.45,97.5,13.96
6/9/2017,11:30,22.47,1.758,0.89,1.314,8.54,99,13.96
6/9/2017,11:45,22.64,1.761,0.89,1.319,8.49,98.8,13.96
6/9/2017,12:00,23.01,1.76,0.89,1.321,8.49,99.4,13.94
6/9/2017,12:15,23.18,1.762,0.89,1.322,8.53,100.2,13.94
6/9/2017,12:30,23.37,1.763,0.89,1.323,8.54,100.8,13.93
6/9/2017,12:45,23.48,1.763,0.89,1.328,8.69,102.8,13.92
6/9/2017,13:00,23.74,1.765,0.89,1.326,8.76,104.1,13.92
6/9/2017,13:15,23.96,1.765,0.89,1.331,8.71,103.9,13.91
6/9/2017,13:30,24.19,1.767,0.89,1.33,8.74,104.7,13.9
6/9/2017,13:45,24.48,1.767,0.89,1.334,8.82,106.3,13.87
6/9/2017,14:00,24.63,1.769,0.89,1.336,8.81,106.4,13.87
6/9/2017,14:15,25.02,1.769,0.89,1.333,8.76,106.6,13.86
6/9/2017,14:30,25.31,1.771,0.89,1.338,8.85,108.3,13.85
6/9/2017,14:45,25.46,1.773,0.89,1.34,9.01,110.5,13.85
6/9/2017,15:00,25.58,1.773,0.9,1.345,9.1,111.9,13.84
6/9/2017,15:15,25.76,1.774,0.9,1.341,9.14,112.8,13.84
6/9/2017,15:30,25.95,1.775,0.9,1.349,9.05,112,13.84
6/9/2017,15:45,26.14,1.776,0.9,1.344,9.06,112.6,13.84
6/9/2017,16:00,26.29,1.776,0.9,1.346,9.03,112.5,13.82
6/9/2017,16:15,26.41,1.777,0.9,1.349,9.19,114.7,13.36
6/9/2017,16:30,26.55,1.778,0.9,1.347,9.21,115.2,13.32
6/9/2017,16:45,26.6,1.779,0.9,1.348,9.22,115.5,13.28
6/9/2017,17:00,26.63,1.78,0.9,1.354,9.07,113.6,13.25
6/9/2017,17:15,26.66,1.781,0.9,1.352,9.03,113.1,13.21
6/9/2017,17:30,26.64,1.782,0.9,1.35,9.29,116.4,13.18
6/9/2017,17:45,26.6,1.782,0.9,1.35,9.13,114.3,13.14
6/9/2017,18:00,26.56,1.783,0.9,1.35,8.85,110.7,13.1
6/9/2017,18:15,26.51,1.783,0.9,1.352,8.89,111.1,13.04
6/9/2017,18:30,26.43,1.783,0.9,1.351,8.81,110,12.97
6/9/2017,18:45,26.36,1.783,0.9,1.352,8.83,110.1,12.86
6/9/2017,19:00,26.26,1.783,0.9,1.35,8.8,109.5,12.7
6/9/2017,19:15,26.15,1.783,0.9,1.35,8.78,109,12.5
6/9/2017,19:30,26.02,1.784,0.9,1.349,8.72,108.1,12.36
6/9/2017,19:45,25.89,1.783,0.9,1.347,8.6,106.3,12.36
6/9/2017,20:00,25.79,1.783,0.9,1.345,8.61,106.2,12.37
6/9/2017,20:15,25.74,1.783,0.9,1.343,8.6,106,12.37
6/9/2017,20:30,25.65,1.783,0.9,1.342,8.54,105.1,12.37
6/9/2017,20:45,25.54,1.783,0.9,1.341,8.63,106,12.38
6/9/2017,21:00,25.42,1.783,0.9,1.34,8.63,105.8,12.37
6/9/2017,21:15,25.36,1.783,0.9,1.338,8.56,104.8,12.37
6/9/2017,21:30,25.3,1.783,0.9,1.337,8.56,104.6,12.37
6/9/2017,21:45,25.23,1.783,0.9,1.336,8.58,104.7,12.37
6/9/2017,22:00,25.15,1.783,0.9,1.336,8.46,103.2,12.37
6/9/2017,22:15,25.04,1.783,0.9,1.334,8.4,102.3,12.31
6/9/2017,22:30,24.95,1.783,0.9,1.334,8.37,101.7,12.36
6/9/2017,22:45,24.81,1.783,0.9,1.333,8.35,101.2,12.36
6/9/2017,23:00,24.78,1.782,0.9,1.331,8.42,102,12.35
6/9/2017,23:15,24.7,1.782,0.9,1.331,8.28,100.2,12.35
6/9/2017,23:30,24.62,1.806,0.91,1.329,8.36,100.9,12.34
6/9/2017,23:45,24.58,1.806,0.91,1.329,8.24,99.4,12.35
6/10/2017,0:00,24.52,1.806,0.91,1.327,8.21,99,12.3
6/10/2017,0:15,24.44,1.805,0.91,1.326,8.09,97.3,12.34
6/10/2017,0:30,24.36,1.805,0.91,1.326,8.03,96.5,12.34
6/10/2017,0:45,24.29,1.806,0.91,1.324,7.98,95.8,12.34
6/10/2017,1:00,24.21,1.805,0.91,1.324,7.96,95.4,12.32
6/10/2017,1:15,24.16,1.805,0.91,1.323,7.88,94.4,12.32
6/10/2017,1:30,24.11,1.805,0.91,1.322,7.7,92.1,12.31
6/10/2017,1:45,24.04,1.801,0.91,1.321,7.67,91.7,12.31
6/10/2017,2:00,23.97,1.801,0.91,1.32,7.68,91.6,12.31
6/10/2017,2:15,23.91,1.805,0.91,1.32,7.59,90.4,12.31
6/10/2017,2:30,23.83,1.805,0.91,1.32,7.53,89.6,12.3
6/10/2017,2:45,23.78,1.805,0.91,1.318,7.53,89.5,12.3
6/10/2017,3:00,23.74,1.805,0.91,1.318,7.41,88.1,12.29
6/10/2017,3:15,23.68,1.805,0.91,1.317,7.41,87.9,12.29
6/10/2017,3:30,23.64,1.805,0.91,1.317,7.39,87.7,12.28
6/10/2017,3:45,23.58,1.805,0.91,1.316,7.34,86.9,12.28
6/10/2017,4:00,23.49,1.805,0.91,1.314,7.32,86.6,12.28
6/10/2017,4:15,23.42,1.805,0.91,1.314,7.31,86.3,12.28
6/10/2017,4:30,23.36,1.805,0.91,1.314,7.31,86.3,12.26
6/10/2017,4:45,23.26,1.804,0.91,1.313,7.21,84.9,12.26
6/10/2017,5:00,23.17,1.804,0.91,1.312,7.28,85.6,12.31
6/10/2017,5:15,23.1,1.804,0.91,1.311,7.15,84,12.46
6/10/2017,5:30,23.05,1.804,0.91,1.309,7.18,84.2,12.82
6/10/2017,5:45,23.03,1.804,0.91,1.31,7.09,83.1,12.91
6/10/2017,6:00,22.99,1.804,0.91,1.309,7.05,82.6,12.95
6/10/2017,6:15,22.94,1.804,0.91,1.308,7.11,83.2,13.02
6/10/2017,6:30,22.92,1.804,0.91,1.307,7.11,83.2,14.04
6/10/2017,6:45,22.9,1.804,0.91,1.307,6.94,81.2,14.03
6/10/2017,7:00,22.87,1.804,0.91,1.308,6.87,80.3,13.39
6/10/2017,7:15,22.85,1.804,0.91,1.307,6.95,81.2,13.99
6/10/2017,7:30,22.87,1.803,0.91,1.305,7.01,81.9,13.97
6/10/2017,7:45,22.94,1.803,0.91,1.304,7.02,82.1,13.96
6/10/2017,8:00,23.02,1.804,0.91,1.304,7.06,82.7,13.93
6/10/2017,8:15,23.22,1.804,0.91,1.309,6.95,81.7,13.91
6/10/2017,8:30,23.36,1.805,0.91,1.307,6.95,82,13.91
6/10/2017,8:45,23.42,1.806,0.92,1.308,6.98,82.4,13.9
6/10/2017,9:00,23.66,1.805,0.91,1.308,7.17,85.1,13.87
6/10/2017,9:15,23.83,1.807,0.92,1.311,7.08,84.3,13.86
6/10/2017,9:30,23.99,1.808,0.92,1.311,7.31,87.3,13.86
6/10/2017,9:45,24.22,1.809,0.92,1.313,7.37,88.4,13.86
6/10/2017,10:00,24.38,1.811,0.92,1.318,7.33,88.1,13.85
6/10/2017,10:15,24.36,1.813,0.92,1.32,7.3,87.7,13.85
6/10/2017,10:30,24.39,1.812,0.92,1.321,7.34,88.3,13.86
6/10/2017,10:45,24.85,1.813,0.92,1.322,7.43,90.2,13.87
6/10/2017,11:00,25.25,1.816,0.92,1.326,7.43,90.8,13.88
6/10/2017,11:15,25.63,1.817,0.92,1.331,7.47,91.9,13.88
6/10/2017,11:30,25.9,1.829,0.92,1.323,7.41,91.6,13.9
6/10/2017,11:45,,,,,,,13.9
6/10/2017,12:00,26.39,1.894,0.96,1.329,7.27,90.7,13.9
6/10/2017,12:15,26.67,1.893,0.96,1.328,7.4,92.8,13.9
6/10/2017,12:30,26.9,1.892,0.96,1.331,7.44,93.6,13.88
6/10/2017,12:45,27.22,1.89,0.95,1.327,7.51,95.1,13.87
6/10/2017,13:00,27.45,1.892,0.96,1.333,7.6,96.6,13.87
6/10/2017,13:15,27.74,1.892,0.96,1.343,7.64,97.7,13.87
6/10/2017,13:30,28.01,1.892,0.95,1.332,7.69,98.7,13.87
6/10/2017,13:45,28.32,1.891,0.95,1.328,7.67,99,13.87
6/10/2017,14:00,28.52,1.887,0.95,1.327,7.71,100,13.87
6/10/2017,14:15,28.72,1.888,0.95,1.33,7.8,101.4,13.86
6/10/2017,14:30,28.84,1.887,0.95,1.324,7.85,102.3,13.87
6/10/2017,14:45,28.84,1.889,0.95,1.327,7.96,103.8,13.86
6/10/2017,15:00,29.1,1.886,0.95,1.326,7.88,103.1,13.86
6/10/2017,15:15,29.27,1.884,0.95,1.324,7.93,104.1,13.85
6/10/2017,15:30,29.38,1.881,0.95,1.325,7.96,104.7,13.86
6/10/2017,15:45,29.53,1.877,0.94,1.322,8.12,107.2,13.85
6/10/2017,16:00,29.67,1.869,0.94,1.322,8.25,109.1,13.84
6/10/2017,16:15,29.77,1.864,0.94,1.32,8.26,109.4,13.04
6/10/2017,16:30,29.81,1.861,0.94,1.323,8.08,107,13.09
6/10/2017,16:45,29.75,1.865,0.94,1.322,8.02,106.1,12.66
6/10/2017,17:00,29.69,1.868,0.94,1.319,8.06,106.5,12.73
6/10/2017,17:15,29.67,1.872,0.94,1.318,8.21,108.5,12.85
6/10/2017,17:30,29.66,1.879,0.95,1.317,8.39,110.9,12.34
6/10/2017,17:45,29.77,1.885,0.95,1.319,8.38,111,12.44
6/10/2017,18:00,29.67,1.885,0.95,1.317,8.3,109.8,12.35
6/10/2017,18:15,29.76,1.886,0.95,1.314,8.3,110,12.35
6/10/2017,18:30,29.88,1.889,0.95,1.316,8.34,110.6,12.36
6/10/2017,18:45,29.89,1.891,0.95,1.316,8.3,110.2,12.35
6/10/2017,19:00,29.92,1.892,0.95,1.315,8.33,110.5,12.42
6/10/2017,19:15,29.88,1.892,0.95,1.314,8.33,110.5,12.4
6/10/2017,19:30,29.74,1.888,0.95,1.314,8.3,109.9,12.38
6/10/2017,19:45,29.61,1.886,0.95,1.313,8.28,109.3,12.37
6/10/2017,20:00,29.48,1.885,0.95,1.314,8.16,107.5,12.37
6/10/2017,20:15,29.33,1.884,0.95,1.313,8.04,105.7,12.37
6/10/2017,20:30,29.2,1.884,0.95,1.313,7.97,104.5,12.37
6/10/2017,20:45,29.06,1.884,0.95,1.312,7.93,103.7,12.36
6/10/2017,21:00,28.9,1.883,0.95,1.313,7.82,102,12.36
6/10/2017,21:15,28.73,1.884,0.95,1.312,7.79,101.4,12.36
6/10/2017,21:30,28.62,1.884,0.95,1.312,7.69,99.8,12.36
6/10/2017,21:45,28.48,1.884,0.95,1.311,7.62,98.7,12.36
6/10/2017,22:00,28.29,1.883,0.95,1.312,7.52,97.1,12.35
6/10/2017,22:15,28.1,1.884,0.95,1.312,7.5,96.5,12.35
6/10/2017,22:30,27.97,1.885,0.95,1.312,7.4,95,12.35
6/10/2017,22:45,27.83,1.883,0.95,1.31,7.31,93.6,12.35
6/10/2017,23:00,27.69,1.884,0.95,1.311,7.22,92.2,12.26
6/10/2017,23:15,27.58,1.885,0.95,1.312,7.12,90.8,12.26
6/10/2017,23:30,27.47,1.884,0.95,1.312,7.07,90,12.31
6/10/2017,23:45,27.36,1.885,0.95,1.311,7.01,88.9,12.31
6/11/2017,0:00,27.23,1.887,0.95,1.312,6.91,87.6,12.31
6/11/2017,0:15,27.11,1.889,0.95,1.311,6.83,86.4,12.31
6/11/2017,0:30,26.98,1.891,0.96,1.311,6.75,85.1,12.3
6/11/2017,0:45,26.9,1.892,0.96,1.309,6.65,83.8,12.3
6/11/2017,1:00,26.79,1.893,0.96,1.31,6.62,83.1,12.3
6/11/2017,1:15,26.69,1.893,0.96,1.311,6.54,82.1,12.3
6/11/2017,1:30,26.61,1.895,0.96,1.309,6.43,80.5,12.29
6/11/2017,1:45,26.53,1.896,0.96,1.31,6.33,79.2,12.29
6/11/2017,2:00,26.47,1.899,0.96,1.311,6.27,78.4,12.28
6/11/2017,2:15,26.35,1.898,0.96,1.31,6.25,77.9,12.28
6/11/2017,2:30,26.29,1.899,0.96,1.31,6.14,76.5,12.28
6/11/2017,2:45,26.22,1.899,0.96,1.309,6.11,76,12.28
6/11/2017,3:00,26.16,1.901,0.96,1.309,6.02,74.8,12.26
6/11/2017,3:15,26.08,1.9,0.96,1.309,5.99,74.3,12.26
6/11/2017,3:30,25.98,1.901,0.96,1.308,5.94,73.5,12.26
6/11/2017,3:45,25.88,1.901,0.96,1.308,5.86,72.4,12.26
6/11/2017,4:00,25.75,1.902,0.96,1.309,5.75,70.9,12.26
6/11/2017,4:15,25.66,1.903,0.96,1.308,5.68,69.9,12.26
6/11/2017,4:30,25.61,1.904,0.96,1.309,5.57,68.6,12.25
6/11/2017,4:45,25.53,1.905,0.97,1.31,5.5,67.6,12.26
6/11/2017,5:00,25.46,1.906,0.97,1.31,5.5,67.4,12.3
6/11/2017,5:15,25.4,1.907,0.97,1.31,5.46,66.9,12.46
6/11/2017,5:30,25.35,1.907,0.97,1.31,5.42,66.3,12.73
6/11/2017,5:45,25.28,1.907,0.97,1.31,5.41,66.1,12.96
6/11/2017,6:00,25.23,1.907,0.97,1.307,5.43,66.3,13.12
6/11/2017,6:15,25.2,1.908,0.97,1.307,5.4,66,13.39
6/11/2017,6:30,25.19,1.907,0.97,1.307,5.34,65.3,13.92
6/11/2017,6:45,25.2,1.907,0.97,1.306,5.33,65.1,13.91
6/11/2017,7:00,25.22,1.909,0.97,1.304,5.29,64.7,13.9
6/11/2017,7:15,25.26,1.909,0.97,1.304,5.42,66.2,13.9
6/11/2017,7:30,25.35,1.909,0.97,1.3,5.42,66.4,13.87
6/11/2017,7:45,25.45,1.909,0.97,1.302,5.3,65,13.86
6/11/2017,8:00,25.54,1.909,0.97,1.305,5.54,68.1,13.86
6/11/2017,8:15,25.61,1.909,0.97,1.307,5.34,65.7,13.84
6/11/2017,8:30,25.66,1.909,0.97,1.307,5.21,64.2,13.81
6/11/2017,8:45,25.75,1.909,0.97,1.306,5.04,62.2,13.8
6/11/2017,9:00,25.83,1.91,0.97,1.306,5.58,69,13.79
6/11/2017,9:15,25.91,1.91,0.97,1.309,5.49,67.9,13.79
6/11/2017,9:30,26.18,1.908,0.97,1.308,5.52,68.6,13.8
6/11/2017,9:45,26.49,1.909,0.97,1.306,5.7,71.3,13.81
6/11/2017,10:00,26.74,1.908,0.96,1.307,5.78,72.6,13.81
6/11/2017,10:15,26.91,1.91,0.97,1.307,5.64,71,13.82
6/11/2017,10:30,27.16,1.912,0.97,1.306,5.99,75.8,13.82
6/11/2017,10:45,27.2,1.912,0.97,1.306,5.74,72.7,13.82
6/11/2017,11:00,27.35,1.912,0.97,1.305,5.98,75.9,13.82
6/11/2017,11:15,27.74,1.908,0.96,1.306,6.39,81.7,13.84
6/11/2017,11:30,27.78,1.907,0.96,1.308,6.59,84.3,13.84
6/11/2017,11:45,28.16,1.901,0.96,1.308,6.61,85.2,13.84
6/11/2017,12:00,28.66,1.897,0.96,1.312,7.06,91.8,13.84
6/11/2017,12:15,29.19,1.897,0.96,1.308,7.07,92.7,13.84
6/11/2017,12:30,29.45,1.899,0.96,1.304,7.23,95.3,13.84
6/11/2017,12:45,29.93,1.893,0.95,1.304,7.43,98.6,13.84
6/11/2017,13:00,30.34,1.892,0.95,1.304,7.67,102.6,13.82
6/11/2017,13:15,30.61,1.888,0.95,1.304,7.64,102.7,13.8
6/11/2017,13:30,30.88,1.883,0.95,1.303,7.75,104.6,13.79
6/11/2017,13:45,31.11,1.881,0.94,1.305,7.8,105.7,13.78
6/11/2017,14:00,31.32,1.879,0.94,1.302,7.89,107.2,13.76
6/11/2017,14:15,31.47,1.879,0.94,1.302,7.97,108.6,13.76
6/11/2017,14:30,31.61,1.878,0.94,1.302,8.04,109.9,13.75
6/11/2017,14:45,31.76,1.877,0.94,1.303,8.05,110.3,13.75
6/11/2017,15:00,31.88,1.876,0.94,1.302,8.13,111.6,13.76
6/11/2017,15:15,31.99,1.874,0.94,1.299,8.17,112.4,13.76
6/11/2017,15:30,32.07,1.872,0.94,1.301,8.16,112.3,13.76
6/11/2017,15:45,32.12,1.87,0.94,1.302,8.19,112.9,13.76
6/11/2017,16:00,32.16,1.868,0.94,1.301,8.19,113,13.75
6/11/2017,16:15,32.17,1.868,0.94,1.297,8.22,113.4,13.32
6/11/2017,16:30,32.15,1.873,0.94,1.297,8.26,113.9,13.28
6/11/2017,16:45,32.11,1.878,0.94,1.296,8.22,113.3,13.27
6/11/2017,17:00,32.03,1.881,0.94,1.3,8.22,113.2,13.26
6/11/2017,17:15,31.9,1.888,0.95,1.295,8.19,112.5,13.25
6/11/2017,17:30,31.84,1.892,0.95,1.296,8.13,111.5,13.22
6/11/2017,17:45,31.83,1.895,0.95,1.299,8.13,111.6,13.19
6/11/2017,18:00,31.81,1.898,0.95,1.298,8.14,111.6,13.14
6/11/2017,18:15,31.85,1.9,0.95,1.295,8.22,112.8,13.09
6/11/2017,18:30,31.76,1.904,0.96,1.294,7.94,108.8,13.01
6/11/2017,18:45,31.65,1.905,0.96,1.293,7.62,104.3,12.89
6/11/2017,19:00,31.53,1.905,0.96,1.292,7.54,102.9,12.31
6/11/2017,19:15,31.45,1.906,0.96,1.292,7.42,101.1,12.4
6/11/2017,19:30,31.32,1.908,0.96,1.29,7.03,95.6,12.4
6/11/2017,19:45,31.24,1.908,0.96,1.289,6.74,91.6,12.38
6/11/2017,20:00,31.21,1.91,0.96,1.289,6.64,90.2,12.4
6/11/2017,20:15,31.17,1.911,0.96,1.289,6.49,88,12.4
6/11/2017,20:30,31.13,1.911,0.96,1.29,6.5,88.1,12.4
6/11/2017,20:45,31.04,1.912,0.96,1.289,6.86,92.9,12.4
6/11/2017,21:00,30.95,1.912,0.96,1.288,6.98,94.4,12.36
6/11/2017,21:15,30.87,1.912,0.96,1.29,6.99,94.3,12.34
6/11/2017,21:30,30.8,1.913,0.96,1.289,6.89,92.9,12.38
6/11/2017,21:45,30.73,1.913,0.96,1.288,6.86,92.4,12.34
6/11/2017,22:00,30.59,1.911,0.96,1.288,7.03,94.4,12.31
6/11/2017,22:15,30.44,1.912,0.96,1.288,7.04,94.3,12.31
6/11/2017,22:30,30.33,1.912,0.96,1.288,6.9,92.3,12.36
6/11/2017,22:45,30.19,1.911,0.96,1.288,6.97,93,12.36
6/11/2017,23:00,30.04,1.91,0.96,1.288,6.91,91.9,12.36
6/11/2017,23:15,29.92,1.909,0.96,1.289,6.85,90.9,12.35
6/11/2017,23:30,29.79,1.91,0.96,1.287,6.71,88.9,12.35
6/11/2017,23:45,29.66,1.909,0.96,1.288,6.65,87.9,12.35
6/12/2017,0:00,29.56,1.91,0.96,1.288,6.54,86.3,12.35
6/12/2017,0:15,29.47,1.911,0.96,1.288,6.48,85.4,12.35
6/12/2017,0:30,29.37,1.911,0.96,1.287,6.34,83.4,12.34
6/12/2017,0:45,29.26,1.911,0.96,1.288,6.31,82.8,12.34
6/12/2017,1:00,29.18,1.911,0.96,1.288,6.15,80.7,12.34
6/12/2017,1:15,29.09,1.912,0.96,1.288,6.19,81.1,12.34
6/12/2017,1:30,29,1.913,0.96,1.287,6.09,79.6,12.32
6/12/2017,1:45,28.87,1.914,0.97,1.286,6.12,79.8,12.31
6/12/2017,2:00,28.77,1.914,0.97,1.285,6.04,78.6,12.31
6/12/2017,2:15,28.64,1.914,0.97,1.285,6.03,78.4,12.31
6/12/2017,2:30,28.55,1.916,0.97,1.286,5.91,76.6,12.31
